2013	10	1	1	0	301.1	0.00E+00	0.00E+00	273.4	95	0.1	100380
2013	10	1	2	0	299	0.00E+00	0.00E+00	273.3	94.3	0.2	100360
2013	10	1	3	0	292	0.00E+00	0.00E+00	273.2	96.7	0.2	100330
2013	10	1	4	0	280.9	0.00E+00	0.00E+00	272.8	97.2	0.3	100330
2013	10	1	5	3.5	260.4	0.00E+00	0.00E+00	272.3	96.8	0.8	100320
2013	10	1	6	28.5	268.4	0.00E+00	0.00E+00	272.8	86.5	1.1	100320
2013	10	1	7	66.7	272.3	0.00E+00	0.00E+00	273.6	79.8	1.1	100290
2013	10	1	8	71.8	303.4	0.00E+00	0.00E+00	274.6	73.3	1.3	100270
2013	10	1	9	111.4	261.5	0.00E+00	0.00E+00	275.2	71.8	1.9	100240
2013	10	1	10	103.1	249.4	0.00E+00	0.00E+00	276	62.2	2.4	100200
2013	10	1	11	140.9	268.2	0.00E+00	0.00E+00	276.9	56	2.6	100150
2013	10	1	12	121.6	308	0.00E+00	0.00E+00	276.9	56.7	2.6	100090
2013	10	1	13	72.4	318.8	0.00E+00	0.00E+00	276.9	58	2.5	100030
2013	10	1	14	35.8	320.4	0.00E+00	0.00E+00	276.8	61	2.8	99970
2013	10	1	15	14.5	321.7	0.00E+00	0.00E+00	276.6	65	2.6	99910
2013	10	1	16	1	321.6	0.00E+00	0.00E+00	276.4	69.8	2.1	99870
2013	10	1	17	0	321.1	0.00E+00	1.11E-04	275.7	79.7	1.7	99840
2013	10	1	18	0	321.7	2.42E-04	0.00E+00	274.9	92	1.7	99820
2013	10	1	19	0	321.7	2.42E-04	0.00E+00	274.9	96.7	1.9	99770
2013	10	1	20	0	323.7	0.00E+00	2.22E-04	275.1	98.7	1.9	99720
2013	10	1	21	0	326.6	0.00E+00	2.78E-05	275.6	99	2.2	99680
2013	10	1	22	0	328.4	0.00E+00	0.00E+00	276.2	99	1.9	99650
2013	10	1	23	0	331	0.00E+00	2.78E-05	276.9	99	1.7	99620
2013	10	2	0	0	333.8	0.00E+00	5.56E-05	277.4	99.3	1.5	99600
